,Actual,Model_prediction,bootstrap_mean_prob,low_bound,high_bound,confidence_score,confidence_zone
17148,1.0,1.0,0.9975091803484629,0.9969040779562791,0.9980543333761167,0.9988497445801624,High
3493,0.0,0.0,0.27791086767845313,0.1778238409042543,0.41957078750508753,0.7582530533991667,High
3446,0.0,0.0,0.031532092252024004,0.0204841134647335,0.044115891191562645,0.9763682222731709,High
14337,1.0,1.0,0.6893683668172785,0.6143086040581645,0.7715328042423083,0.8427757998158562,High
15129,1.0,1.0,0.9984444848521985,0.9975309331902373,0.998987497390463,0.9985434357997743,High
18377,1.0,1.0,0.9816329676498581,0.9751644032787212,0.986178929734589,0.9889854735441322,High
14091,0.0,0.0,0.013319071205203818,0.008788382764268524,0.017660291001734225,0.9911280917625342,High
3004,0.0,0.0,0.016742703540090807,0.010719109991393234,0.023260131897938394,0.9874589780934548,High
5188,0.0,0.0,0.25380577883678157,0.2017264175213543,0.34555370852332995,0.8561727089980243,High
16524,1.0,1.0,0.5744394451297419,0.4422782205912679,0.7720774605750969,0.670200760016171,Medium
6893,0.0,0.0,0.06763234189801848,0.0351320534892405,0.0920936154649306,0.9430384380243099,High
9126,0.0,0.0,0.04926855029416764,0.041871567736778505,0.05961455873376799,0.9822570090030105,High
2529,0.0,0.0,0.3980139033962607,0.277244818488156,0.5280014070478921,0.749243411440264,Medium
16822,1.0,1.0,0.5168066102702293,0.45918422870862097,0.5631721348763228,0.8960120938322982,High
12619,0.0,0.0,0.010941334678193804,0.008270263125141782,0.013729101655615214,0.9945411614695265,High
10176,0.0,0.0,0.20432707193155353,0.12546518128388126,0.26283603553443835,0.8626291457494429,High
2479,0.0,0.0,0.11942373653015577,0.09686159270583944,0.14766059551729546,0.949200997188544,High
22122,1.0,0.0,0.4264753907929296,0.35210466412953795,0.5095470758970152,0.8425575882325227,High
16811,1.0,1.0,0.983300119886785,0.9752721708340768,0.9883060342748917,0.9869661365591851,High
22508,1.0,1.0,0.8815091903266025,0.8066345941337761,0.9422147235381195,0.8644198705956566,High
11540,0.0,0.0,0.18107613595151775,0.15483663656386273,0.20958272969307928,0.9452539068707835,High
21326,1.0,1.0,0.978826416861167,0.9696732749180152,0.9841753410195309,0.9854979338984844,High
8245,0.0,0.0,0.060572961947737314,0.04854798000468137,0.07159417097901516,0.9769538090256662,High
4116,0.0,0.0,0.1200878600634111,0.08665909287798548,0.15280407757745013,0.9338550153005354,High
5732,0.0,0.0,0.1401034759334314,0.10567491269437966,0.1866782184557936,0.9189966942385861,High
11229,0.0,0.0,0.11601187165075329,0.09250116441557318,0.1621720466712175,0.9303291177443557,High
22465,1.0,1.0,0.9974683887355391,0.9966639656475204,0.9979939155932759,0.9986700500542445,High
4917,0.0,0.0,0.2533152456851139,0.2282482749347849,0.28778651757560203,0.9404617573591829,High
3930,0.0,0.0,0.03838151708265009,0.024735513296712763,0.05359285010971658,0.9711426631869962,High
19713,1.0,1.0,0.9670495074127153,0.9586495134526565,0.9775163638495128,0.9811331496031437,High
17450,1.0,1.0,0.9587361729992422,0.9465739388925775,0.9685584523488453,0.9780154865437322,High
10320,0.0,0.0,0.013544979556340356,0.009997283211338154,0.01616668129438917,0.9938306019169489,High
21247,1.0,1.0,0.557665316091329,0.4800873592488089,0.6098110640895549,0.870276295159254,High
4736,0.0,0.0,0.23605203339176978,0.1921421746301801,0.2966117806660144,0.8955303939641657,High
3925,0.0,0.0,0.04808379673038359,0.03882563722067695,0.06055976045819887,0.9782658767624781,High
13165,0.0,0.0,0.011329786130000154,0.006627138041682472,0.016107663920051914,0.9905194741216305,High
768,0.0,1.0,0.7667291378117771,0.6904331620451352,0.8268043698558728,0.8636287921892624,High
11128,0.0,0.0,0.3047404936977133,0.2390098191118667,0.3511256608082519,0.8878841583036148,High
7409,0.0,0.0,0.03726576215452139,0.0223922583043268,0.049546065186732866,0.9728461931175939,High
3192,0.0,0.0,0.18402799403650183,0.14097865821637032,0.2351641091557345,0.9058145490606359,High
14028,0.0,0.0,0.0250834445953238,0.01872690642529085,0.033121906788043345,0.9856049996372475,High
16844,1.0,1.0,0.7036451410433888,0.5720280992379926,0.7942264950477437,0.7778016041902489,High
10757,0.0,0.0,0.07752895628111914,0.0648310818379227,0.08586076702532505,0.9789703148125977,High
10326,0.0,0.0,0.14595941596806755,0.11012875894219917,0.17761406255042034,0.9325146963917789,High
6898,0.0,0.0,0.0042162660017399664,0.002738452505470475,0.005630718900892985,0.9971077336045775,High
19757,1.0,1.0,0.9794623793922195,0.9744822739276243,0.9839670959519077,0.9905151779757166,High
21830,1.0,0.0,0.18292310623892288,0.13917555958519953,0.2162441471467087,0.9229314124384909,High
11397,0.0,0.0,0.07076856772648728,0.03081255866551679,0.10945114503878539,0.9213614136267314,High
18268,1.0,0.0,0.450871174367282,0.3858948174404949,0.524187054719303,0.8617077627211919,High
14422,1.0,1.0,0.9220628552062513,0.8957337009667465,0.9378102265460474,0.9579234744206991,High
13681,0.0,0.0,0.00022860848414809758,0.00012234121397092479,0.00038234653446028813,0.9997399946795107,High
9273,0.0,0.0,0.18700938582049273,0.15214302258733023,0.21773946811538775,0.9344035544719425,High
4811,0.0,0.0,0.016628255645365485,0.008841348820653894,0.028515675676993778,0.9803256731436601,High
8152,0.0,0.0,0.017244990291682142,0.013130687923151781,0.02408717845587025,0.9890435094672815,High
18363,1.0,1.0,0.9959708964309876,0.9952389247498287,0.9967014808463893,0.9985374439034393,High
21588,1.0,1.0,0.9951248770447405,0.9927721296046497,0.9968796967370317,0.995892432867618,High
11494,0.0,0.0,0.05860339633094872,0.042594305060925285,0.08417300433753114,0.9584213007233942,High
19755,1.0,1.0,0.6623811680031865,0.5995754410862123,0.7120402521890871,0.8875351888971252,High
18037,1.0,1.0,0.5676874489206923,0.47825276060893357,0.6441528377466245,0.8340999228623092,High
13271,0.0,0.0,0.010356197209931441,0.00807266605622808,0.014803690017950285,0.9932689760382778,High
2975,0.0,0.0,0.4017053015979083,0.3354520136224512,0.5044441642715433,0.8310078493509079,High
10478,0.0,0.0,0.1908857257797218,0.13279304907161069,0.24089314362878256,0.8918999054428282,High
7397,0.0,0.0,0.0545598551349045,0.0357147003651236,0.0772227762864112,0.9584919240787124,High
5136,0.0,0.0,0.19595077581262518,0.14794278975961628,0.23291500703593876,0.9150277827236775,High
7622,0.0,0.0,0.34822471843194547,0.30615462283731704,0.3993066052466244,0.9068480175906926,High
7980,0.0,0.0,0.00883077071087504,0.006508846676771244,0.011675667708380752,0.9948331789683905,High
11774,0.0,0.0,0.011741866516724363,0.008453897687792934,0.017113211352830202,0.9913406863349628,High
4481,0.0,0.0,0.12475539499415564,0.08450004708549336,0.16757994624332542,0.9169201008421679,High
3714,0.0,0.0,0.3133322270563237,0.26449965361064387,0.3669583389552889,0.897541314655355,High
6737,0.0,0.0,0.23834861963175516,0.19047913280230327,0.2986009785111625,0.8918781542911407,High
2408,0.0,0.0,0.12137314235216887,0.09797293851703785,0.14336177603704722,0.9546111624799907,High
823,0.0,0.0,0.06464463867349492,0.043685540801460275,0.08880701351739424,0.9548785272840661,High
16883,1.0,1.0,0.9644168613827627,0.9475407265592563,0.9783164503574009,0.9692242762018554,High
6303,0.0,0.0,0.017635832238511662,0.01093153287864668,0.024610300920530147,0.9863212319581165,High
3300,0.0,0.0,0.19003511187199118,0.14218902634501598,0.23673987072619718,0.9054491556188188,High
15620,1.0,1.0,0.9666543068488316,0.9584504651756369,0.9737794559810581,0.9846710091945788,High
13986,0.0,1.0,0.7865940823044484,0.7196298024768127,0.8500216100590826,0.8696081924177301,High
12144,0.0,0.0,0.06355141018456703,0.048470859656290666,0.0826966228416762,0.9657742368146145,High
20320,1.0,1.0,0.5178892122509576,0.36117130055846985,0.6408069792258431,0.7203643213326267,Medium
9991,0.0,0.0,0.08218715451313588,0.06075727991929836,0.11645004803584658,0.9443072318834518,High
15701,1.0,1.0,0.8866805773397657,0.8632328413467548,0.9194637476735728,0.9437690936731821,High
20190,1.0,1.0,0.8041524722994774,0.7441624894279693,0.8496703278054519,0.8944921616225173,High
1605,0.0,0.0,0.10449911080367187,0.08782630764317707,0.1336528866339137,0.9541734210092634,High
6731,0.0,0.0,0.011351860001821054,0.007563023699198296,0.013950801061259885,0.9936122226379384,High
8512,0.0,0.0,0.004145471530297087,0.0019084403352080971,0.00892082012067705,0.992987620214531,High
16450,1.0,1.0,0.6384792201741625,0.5351043491727837,0.7286938051137608,0.8064105440590229,High
6168,0.0,0.0,0.04256729756507203,0.027778130018566383,0.06876279243065037,0.959015337587916,High
7291,0.0,0.0,0.03931590023531832,0.03133110378710856,0.04798445138459997,0.9833466524025086,High
7227,0.0,0.0,0.0036011748219043514,0.0030435588378218636,0.004244776652129462,0.9987987821856924,High
4599,0.0,0.0,0.20660286306889328,0.16607898324539577,0.24438683412115367,0.9216921491242421,High
19208,1.0,1.0,0.8044879628028522,0.7616881143099523,0.8438502221247154,0.9178378921852369,High
20449,1.0,0.0,0.13288317314408368,0.09139488544039012,0.18150000914173198,0.9098948762986582,High
14835,1.0,1.0,0.9929005372859082,0.9829350634017125,0.9961467246169169,0.9867883387847957,High
9739,0.0,0.0,0.41746128438195135,0.3585371673263278,0.5057304311764297,0.8528067361498981,High
4312,0.0,0.0,0.0069551231671541895,0.00563655883089698,0.008618735467527701,0.9970178233633693,High
6668,0.0,0.0,0.09070923553110659,0.06163467314141417,0.12572668344288015,0.9359079896985341,High
15674,1.0,1.0,0.7886731621337719,0.7357720790001016,0.8220158905800077,0.9137561884200939,High
18533,1.0,1.0,0.9980339466515348,0.9974472115771479,0.9987329648316484,0.9987142467454995,High
2530,0.0,0.0,0.002024764374085021,0.0014528700130891517,0.0028037350162926885,0.9986491349967964,High
13612,0.0,1.0,0.5954982306230103,0.5141977849189607,0.6960128640747025,0.8181849208442582,High
23256,1.0,1.0,0.8472051605646082,0.7780585504504559,0.9077256892438199,0.870332861206636,High
23232,1.0,1.0,0.8715983396728783,0.8400983969157402,0.8928729327055586,0.9472254642101816,High
11259,0.0,0.0,0.1800741374766273,0.10882191911897941,0.324378811245117,0.7844431078738624,High
7967,0.0,0.0,0.34595022558040733,0.3005305762909245,0.38580316534129566,0.9147274109496288,High
15287,1.0,1.0,0.5678201671626109,0.47432469678986316,0.6422810855072832,0.83204361128258,High
17343,1.0,1.0,0.8353697440298731,0.7621101878273264,0.8843030562889358,0.8778071315383906,High
10716,0.0,0.0,0.013249313040439858,0.007501214075114528,0.02061878149351675,0.9868824325815978,High
16289,1.0,0.0,0.4839180819655155,0.40199937080808534,0.5906863815534924,0.8113129892545929,High
6766,0.0,0.0,0.15897443589793503,0.08233113658143351,0.2265612970022008,0.8557698395792327,High
6565,0.0,0.0,0.08444692030073545,0.055131064771813044,0.13670125107438416,0.9184298136974289,High
12922,0.0,0.0,0.1306776531007189,0.0952838351368382,0.17498072605455595,0.9203031090822823,High
16766,1.0,0.0,0.04432442751314435,0.029466839764751934,0.06487388621500212,0.9645929535497498,High
9882,0.0,0.0,0.4716889986588496,0.39031763850107987,0.5525290980469858,0.8377885404540941,High
10406,0.0,0.0,0.3096246708253444,0.21844424645378158,0.42621679007247465,0.792227456381307,High
374,0.0,0.0,0.0062452983292928905,0.0036811586497211253,0.01069905528363962,0.9929821033660815,High
23656,1.0,1.0,0.8900309703394328,0.8626033409019066,0.9155139942384638,0.9470893466634428,High
19068,1.0,1.0,0.9418791923928248,0.9245795834873982,0.9501420478552062,0.974437535632192,High
5010,0.0,0.0,0.26018638994704146,0.20877262810286767,0.3302217971882504,0.8785508309146173,High
4430,0.0,0.0,0.15324506387110653,0.10604363733051848,0.22372606725213603,0.8823175700783824,High
17020,1.0,0.0,0.03885110964369666,0.02106410802312273,0.051795347239640806,0.9692687607834819,High
17223,1.0,0.0,0.303803960166141,0.25950312578236717,0.374453049142,0.8850500766403672,High
21686,1.0,1.0,0.9932720409012286,0.9917661729153906,0.994332261652,0.9974339112633906,High
1202,0.0,1.0,0.550396204487752,0.4156096261142545,0.632057151984596,0.7835524741296584,High
1796,0.0,0.0,0.03965615480550724,0.027570164830554623,0.0559222918565142,0.9716478729740404,High
202,0.0,0.0,0.02357457229834889,0.016158462266983753,0.03608512531060737,0.9800733369563763,High
11713,0.0,1.0,0.8340671934997481,0.7968878242662659,0.8560235593158136,0.9408642649504523,High
22506,1.0,0.0,0.4064291738262977,0.35613949240555226,0.4730922251542138,0.8830472672513385,High
16136,1.0,0.0,0.30900499751992105,0.21044948241240907,0.38249457587487534,0.8279549065375338,High
10253,0.0,0.0,0.24035152767148923,0.20533104678649772,0.28602883468303786,0.9193022121034599,High
16772,1.0,1.0,0.8394480390711354,0.7951743722503318,0.8711022988571896,0.9240720733931422,High
10969,0.0,1.0,0.7359178526725699,0.6641536653895057,0.8178267654821918,0.8463268999073139,High
1854,0.0,0.0,0.47508276580155473,0.4276626679457917,0.5296211188414973,0.8980415491042943,High
1077,0.0,0.0,0.009319336937272465,0.006624287359436969,0.012618016160397729,0.9940062711990393,High
15034,1.0,1.0,0.9980124129045658,0.9969581299775019,0.9990185314574088,0.9979395985200931,High
14724,1.0,1.0,0.9625617135797068,0.9542566463098766,0.968654639259992,0.9856020070498847,High
5989,0.0,0.0,0.17784156089883701,0.14513654730273157,0.21460546757448076,0.9305310797282508,High
4547,0.0,0.0,0.0681626866433963,0.041785582904128135,0.11802462319806833,0.9237609597060598,High
10453,0.0,0.0,0.0010975613439664167,0.0007893931673942515,0.0014800485444188517,0.9993093446229754,High
4234,0.0,0.0,0.1554187926303809,0.0945616075591528,0.23041197818184395,0.8641496293773089,High
7479,0.0,0.0,0.2321490361106527,0.17558392876166426,0.2903912082242026,0.8851927205374617,High
14566,1.0,1.0,0.9906234759863513,0.9878661096371881,0.9936092044544206,0.9942569051827675,High
9111,0.0,0.0,0.05471286124353304,0.03871312951384069,0.0649097669672085,0.9738033625466322,High
16597,1.0,1.0,0.9105008689369084,0.8640163740734859,0.9464158816199528,0.917600492453533,High
11174,0.0,0.0,0.02886729480739661,0.018173229119516323,0.039391814046496706,0.9787814150730196,High
12757,0.0,0.0,0.3620466637771857,0.31179359009825075,0.4274843333975615,0.8843092567006893,High
15435,1.0,1.0,0.8650679634850066,0.8263439448748232,0.9007472550409346,0.9255966898338887,High
4576,0.0,0.0,0.29585922013379296,0.23078990028700516,0.3483256523831987,0.8824642479038065,High
2797,0.0,0.0,0.0016617569817188483,0.0010881079364258835,0.0024907748323087734,0.9985973331041171,High
8782,0.0,0.0,0.0024696766093668466,0.001492299138931918,0.003498175717644196,0.9979941234212877,High
1179,0.0,0.0,0.019607026504544694,0.013960371833303903,0.023794268628986624,0.9901661032043173,High
4805,0.0,0.0,0.024111761073929573,0.015865720269280154,0.034877841846499065,0.9809878784227811,High
19746,1.0,1.0,0.866986845819395,0.8066977854608923,0.9009497054615755,0.9057480799993168,High
18725,1.0,1.0,0.993320370765109,0.9880673202259331,0.9967720225476213,0.9912952976783118,High
20600,1.0,1.0,0.9936089949944918,0.992426037089497,0.9947293976386702,0.9976966394508268,High
7979,0.0,0.0,0.028389261925954777,0.01968610201850088,0.03886398621898834,0.9808221157995125,High
11918,0.0,0.0,0.20586169900685883,0.17375425823499907,0.249637548069045,0.9241167101659541,High
18975,1.0,1.0,0.9377288249109965,0.9178243195040017,0.9574518432496795,0.9603724762543222,High
20444,1.0,1.0,0.9573210350428394,0.9438529410255232,0.9720322483335067,0.9718206926920165,High
13644,0.0,0.0,0.1207222754638509,0.09518998463304927,0.15339756304488028,0.941792421588169,High
12394,0.0,0.0,0.009790421100748143,0.006211181593385296,0.013947065509741854,0.9922641160836434,High
15117,1.0,1.0,0.9988351820348491,0.9981874379284865,0.9994693167944042,0.9987181211340823,High
21928,1.0,1.0,0.998737718830065,0.9984637211742039,0.9990486589699936,0.9994150622042103,High
8915,0.0,0.0,0.02645673273228232,0.020883034987702956,0.032976637143983925,0.987906397843719,High
1959,0.0,0.0,0.008425090180518546,0.0059347882318986885,0.011788757725198813,0.9941460305066999,High
22184,1.0,0.0,0.3883296438089102,0.31384718924610056,0.4650020918262603,0.8488450974198403,High
13475,0.0,0.0,0.19585220265118888,0.14285120962391049,0.2690822209965825,0.873768988627328,High
19694,1.0,1.0,0.9649993871353887,0.9433299385136875,0.9779976734898749,0.9653322650238126,High
4197,0.0,0.0,0.05602242595844943,0.040112583324285425,0.08048642364346352,0.9596261596808219,High
4133,0.0,0.0,0.18882649106436364,0.1269797293778573,0.2432011670389809,0.8837785623388764,High
15807,1.0,1.0,0.9901086700468751,0.9876704181665882,0.9924651795219065,0.9952052386446817,High
7643,0.0,0.0,0.02634265317546757,0.01845278690706384,0.0346720058810855,0.9837807810259783,High
15813,1.0,1.0,0.8816813759194018,0.8350259396923256,0.9325583794044142,0.9024675602879114,High
1333,0.0,0.0,0.004000448550429679,0.0021008019336856204,0.007059355474290767,0.9950414464593949,High
23463,1.0,1.0,0.9612231140520434,0.9432762453990275,0.9715954181774697,0.9716808272215578,High
15168,1.0,1.0,0.6954750900386999,0.6058073230583595,0.7701788429528599,0.8356284801054996,High
15610,1.0,1.0,0.9394228289144733,0.921864175066065,0.957498399198499,0.964365775867566,High
145,0.0,0.0,0.05297933916734958,0.036782873431391395,0.07461498920070259,0.9621678842306888,High
7274,0.0,0.0,0.04997056464410736,0.04017181669076713,0.06453449542120378,0.9756373212695634,High
15297,1.0,0.0,0.4315588912361147,0.39215677643801716,0.46826146356326825,0.9238953128747489,High
8549,0.0,0.0,0.20489557829756083,0.15099984481642156,0.24330388865472252,0.9076959561616991,High
14309,1.0,1.0,0.9330993039147565,0.8943440839506219,0.9684635937355376,0.9258804902150843,High
5827,0.0,0.0,0.15405104524231392,0.1020210631704606,0.21525899122078834,0.8867620719496723,High
7373,0.0,0.0,0.030992910789155403,0.017361710182064335,0.05163105280142813,0.9657306573806362,High
21405,1.0,1.0,0.9369324884017664,0.9120195064789591,0.9590796805740744,0.9529398259048847,High
12621,0.0,0.0,0.017808568990260207,0.012178863379828627,0.023772986181014307,0.9884058771988143,High
1466,0.0,0.0,0.23937486347002396,0.20223229415607916,0.2828146342960718,0.9194176598600073,High
15322,1.0,1.0,0.9718892046316017,0.9633087101926403,0.9795404202830755,0.9837682899095648,High
8120,0.0,0.0,0.21882797515947386,0.16436089479606217,0.2652203053011708,0.8991405894948914,High
9888,0.0,0.0,0.06081737672545984,0.04485624612099598,0.07564043259571847,0.9692158135252775,High
15070,1.0,1.0,0.9300945611885931,0.9174166269103203,0.9456601132037071,0.9717565137066132,High
18033,1.0,1.0,0.9538297064434742,0.9383476914160083,0.9708369010643578,0.9675107903516504,High
15626,1.0,1.0,0.9880988662985948,0.9791236267102232,0.9942274067856902,0.984896219924533,High
22030,1.0,1.0,0.999948019358996,0.9999238252960878,0.9999677114703378,0.99995611382575,High
21063,1.0,1.0,0.9831072211557628,0.9703080849823753,0.991358215341496,0.9789498696408793,High
2785,0.0,0.0,0.0005462413625249125,0.0003461899475424243,0.0008163257279372064,0.9995298642196052,High
4261,0.0,0.0,0.0057852579093668425,0.003867232710684213,0.0075164464349503825,0.9963507862757338,High
19887,1.0,0.0,0.036418200749993294,0.030557926233546175,0.042494704750324686,0.9880632214832215,High
9454,0.0,0.0,0.16845660381263508,0.13184244400136388,0.21696966497565695,0.914872779025707,High
15808,1.0,1.0,0.9994345515331432,0.9991141655596077,0.9997258758498626,0.9993882897097451,High
6610,0.0,0.0,0.18234881499468825,0.14768341584924363,0.22178378903669077,0.9258996268125529,High
18992,1.0,1.0,0.9168600596197894,0.8983966544250244,0.932162436965784,0.9662342174592403,High
235,0.0,0.0,0.02874865403466282,0.02006076970212875,0.03848161876584727,0.9815791509362815,High
14551,1.0,1.0,0.9729888451422692,0.9634835146658695,0.9794640013343775,0.984019513331492,High
1265,0.0,0.0,0.01688241845747477,0.01219348857182544,0.02166103333493098,0.9905324552368945,High
6269,0.0,0.0,0.34314393379127145,0.28237899350135276,0.388257584294872,0.8941214092064808,High
10808,0.0,0.0,0.35510993588895473,0.2976149387830387,0.40137677687897866,0.89623816190406,High
19886,1.0,1.0,0.6318199367056536,0.5495900318253206,0.6989548376455317,0.850635194179789,High
10380,0.0,0.0,0.1178562073152842,0.08582005424388442,0.15734670750520166,0.9284733467386828,High
12154,0.0,0.0,0.358931115438836,0.2809210062239291,0.4343024231508688,0.8466185830730604,High
19094,1.0,1.0,0.9513277351036219,0.9366652970409757,0.960907023458639,0.9757582735823367,High
12468,0.0,0.0,0.17128215739680558,0.11107050452643887,0.2482080408757875,0.8628624636506514,High
968,0.0,0.0,0.0617854836286217,0.031097658664989102,0.0831057963502821,0.947991862314707,High
6638,0.0,0.0,0.009500083849089017,0.006406099234329894,0.012091338262514528,0.9943147609718154,High
16899,1.0,0.0,0.15473681337054976,0.11845675745007711,0.2151947268449884,0.9032620306050887,High
6293,0.0,0.0,0.12247685769658098,0.09055761314810404,0.18140488781122455,0.9091527253368795,High
19244,1.0,1.0,0.948301120198359,0.9297533417057859,0.9642839974704437,0.9654693442353423,High
17270,1.0,1.0,0.9358223141418772,0.9236067522102062,0.9465563911530276,0.9770503610571786,High
2896,0.0,0.0,0.1920003981684814,0.10278706955201754,0.27504854991425687,0.8277385196377607,High
13397,0.0,0.0,0.48914892179293884,0.3895031797400814,0.6079755696404557,0.7815276100996257,High
19669,1.0,1.0,0.9982263417525845,0.9976776091879157,0.9985201424576631,0.9991574667302526,High
11560,0.0,0.0,0.006269435833572819,0.004347706870885208,0.007975234257207238,0.996372472613678,High
18430,1.0,1.0,0.9914526881510028,0.9881631603274051,0.9942658455382012,0.993897314789204,High
23637,1.0,1.0,0.6247953620398619,0.557345007096714,0.670045921417168,0.887299085679546,High
17469,1.0,1.0,0.9570908776337322,0.9468102917810667,0.9671571457071425,0.9796531460739242,High
6456,0.0,1.0,0.8390318740479478,0.7841708210926744,0.8972606849246212,0.8869101361680533,High
11,0.0,0.0,0.16007459551224779,0.08429504193012638,0.22712677893170857,0.8571682629984179,High
11969,0.0,0.0,0.3431705016063936,0.2739011395282045,0.38843694461873285,0.8854641949094717,High
12566,0.0,0.0,0.07050854683776536,0.05606333144030293,0.08953897534896167,0.9665243560913412,High
5490,0.0,0.0,0.10198480616325165,0.07114049217656276,0.13436039208384618,0.9367801000927166,High
13536,0.0,0.0,0.03119093129749303,0.024106217119219793,0.03762118625959202,0.9864850308596278,High
2599,0.0,0.0,0.22771495396778452,0.16667184139108165,0.2812147964459557,0.885457044945126,High
15500,1.0,1.0,0.5375210461122376,0.4403161369418874,0.6231824586445358,0.8171336782973516,High
19787,1.0,1.0,0.963224180445373,0.9513737122869593,0.9736521722621144,0.9777215400248449,High
1521,0.0,0.0,0.10813831461666927,0.08820540106478189,0.12565199643528693,0.962553404629495,High
6807,0.0,0.0,0.04460928543736628,0.03474944107680614,0.0592752345507881,0.975474206526018,High
10002,0.0,0.0,0.023922449418268082,0.014731822775277806,0.03758238223312785,0.9771494405421499,High
9637,0.0,0.0,0.2299311789122474,0.1676969098166128,0.31882064420266,0.8488762656139528,High
4289,0.0,0.0,0.43902048392522,0.39982134471648656,0.49923832942739704,0.9005830152890895,High
8529,0.0,1.0,0.6557630302334554,0.5572631367927163,0.7706592684243403,0.786603868368376,High
16151,1.0,1.0,0.6918339924323338,0.5614526844141224,0.7574163336317467,0.8040363507823758,High
15111,1.0,1.0,0.9177680463860038,0.877854286444351,0.9445366943547744,0.9333175920895767,High
4853,0.0,0.0,0.007685826125880676,0.005690961972014247,0.009581686752545138,0.9961092752194691,High
3436,0.0,0.0,0.014074254223105351,0.009483664368588881,0.017291380138283904,0.992192284230305,High
8595,0.0,0.0,0.28654065778932225,0.23666906898418816,0.34012314648952385,0.8965459224946644,High
18633,1.0,1.0,0.9270469180152459,0.8976723928251336,0.9478242758049389,0.9498481170201947,High
4831,0.0,1.0,0.5797778327879544,0.5226858603478427,0.6444153416840487,0.878270518663794,High
5442,0.0,0.0,0.0030744281080600224,0.0020974757842271386,0.004152704556820064,0.9979447712274071,High
14633,1.0,1.0,0.8457345332477253,0.7610551534477681,0.913718614618964,0.8473365388288041,High
1276,0.0,0.0,0.02622683559556077,0.01877922715127075,0.032121899454946284,0.9866573276963244,High
4926,0.0,0.0,0.05947802933037562,0.04544618288165795,0.0795267166547923,0.9659194662268656,High
8190,0.0,0.0,0.2797570783891813,0.20676601391902671,0.34809156490780474,0.8586744490112219,High
18807,1.0,1.0,0.994410088291465,0.9921401729880248,0.9960562111433866,0.9960839618446382,High
9539,0.0,0.0,0.0064844935926621885,0.004320198166972464,0.008641865647172734,0.9956783325197998,High
3327,0.0,0.0,0.08040221158887287,0.059373679843135206,0.10531111778252888,0.9540625620606064,High
9435,0.0,0.0,0.24543954185738714,0.21665045095431976,0.26752033164381434,0.9491301193105054,High
11479,0.0,0.0,0.4462735013982154,0.3556917168194233,0.5403229586145987,0.8153687582048246,High
18813,1.0,1.0,0.9598251854263704,0.9504858676469227,0.9656101841998768,0.9848756834470459,High
4358,0.0,0.0,0.011058517139700508,0.007909011736279116,0.014648346468178764,0.9932606652681003,High
22109,1.0,1.0,0.8701658516800717,0.8296393784008216,0.8970842769332327,0.9325551014675889,High
7158,0.0,0.0,0.0062945616963225705,0.0046593284339086615,0.008674205256378527,0.9959851231775302,High
8837,0.0,0.0,0.06048695432427803,0.036135515899178794,0.08469848181704086,0.951437034082138,High
10314,0.0,0.0,0.05324282036771778,0.037617656310193766,0.07126929635067471,0.9663483599595191,High
6873,0.0,0.0,0.04601131566744135,0.028543780857807264,0.06747225501731265,0.9610715258404946,High
11186,0.0,0.0,0.12464185667914914,0.07180797357360871,0.2083923341977831,0.8634156393758257,High
